44,F,2,sem educacao formal,solteiro,20000.0,blue,20,6,3,3,2084.4,1132.88,28
49,M,2,mestrado,casado,70000.0,blue,32,2,2,2,1687.32,1670.43,17
50,M,2,doutorado,casado,100000.0,blue,38,6,2,2,25300.81,837.74,15
51,M,4,mestrado,solteiro,120000.0,blue,42,3,3,2,34516.09,1550.71,41
55,F,2,mestrado,casado,20000.0,blue,42,5,3,3,2216.16,1540.51,36
42,M,5,sem educacao formal,casado,100000.0,blue,37,6,2,2,22913.54,1394.75,35
44,M,1,graduacao,solteiro,70000.0,blue,35,3,3,3,24312.55,1341.81,24
53,M,2,mestrado,solteiro,100000.0,blue,36,5,2,3,5272.7,1289.65,33
44,F,4,mestrado,solteiro,20000.0,blue,36,6,2,4,7000.35,1112.55,23
37,F,3,sem educacao formal,solteiro,20000.0,blue,29,4,2,4,7038.51,2339.31,57
49,M,3,mestrado,divorciado,70000.0,blue,30,6,2,1,2536.0,1468.07,23
47,M,2,mestrado,casado,100000.0,blue,38,6,2,3,28904.11,1334.19,35
47,M,3,mestrado,casado,70000.0,blue,37,4,0,4,8567.99,1457.17,41
53,M,1,mestrado,divorciado,100000.0,blue,35,5,2,4,34516.4,1590.14,27
52,M,2,mestrado,casado,70000.0,blue,47,5,0,3,3085.37,1531.13,35
53,M,2,ensino medio,solteiro,120000.0,blue,35,4,1,2,19040.89,1212.09,31
43,F,3,sem educacao formal,solteiro,20000.0,blue,35,5,3,2,4026.73,1237.0,32
44,M,3,ensino medio,solteiro,70000.0,blue,31,4,1,3,12756.68,1413.28,14
51,F,2,ensino medio,solteiro,20000.0,blue,36,3,2,2,9930.94,1276.14,21
49,M,4,ensino medio,solteiro,100000.0,blue,38,4,0,3,31302.28,1564.29,35
45,M,1,mestrado,solteiro,50000.0,blue,36,4,3,4,6576.08,1465.89,34
53,M,0,mestrado,solteiro,100000.0,blue,42,5,1,4,2664.65,1286.1,29
64,M,1,mestrado,casado,20000.0,blue,52,6,3,4,1709.75,1673.96,32
45,M,3,mestrado,casado,50000.0,blue,35,5,2,4,3454.88,1313.57,30
53,M,3,doutorado,casado,50000.0,blue,35,5,2,3,3789.07,1609.8,42
56,M,3,graduacao,casado,120000.0,blue,50,3,0,2,9689.42,1158.65,19
53,M,3,mestrado,casado,120000.0,blue,34,6,2,2,2940.23,1259.6,33
44,F,2,mestrado,solteiro,20000.0,blue,32,3,3,3,3031.74,1298.42,15
43,F,4,doutorado,casado,20000.0,blue,33,2,3,3,8358.36,1566.92,37
53,M,2,doutorado,solteiro,120000.0,blue,36,6,2,1,34516.7,1022.13,21
44,M,1,sem educacao formal,casado,70000.0,blue,36,5,3,2,14450.88,1235.89,30
57,M,4,mestrado,casado,70000.0,blue,39,4,0,3,8466.12,1342.04,32
42,M,4,ensino medio,divorciado,70000.0,blue,36,5,2,1,3263.41,1251.05,35
54,F,0,sem educacao formal,casado,20000.0,blue,36,2,2,2,1494.38,1305.99,24
48,M,3,mestrado,solteiro,100000.0,blue,35,6,0,1,13551.14,1388.92,37
49,M,1,mestrado,solteiro,100000.0,blue,36,6,2,2,18886.97,1235.27,18
50,M,3,ensino medio,solteiro,100000.0,blue,39,4,4,1,9964.79,1626.61,25
49,M,1,doutorado,casado,70000.0,blue,36,4,3,6,24159.65,1111.64,24
53,F,2,ensino medio,casado,20000.0,blue,44,3,3,2,5362.37,1553.57,38
50,M,2,mestrado,solteiro,120000.0,blue,36,3,2,2,34516.18,1064.06,13
55,F,1,doutorado,casado,20000.0,blue,36,4,0,1,3174.61,1243.37,29
53,M,1,ensino medio,casado,100000.0,blue,47,3,2,2,12262.61,1659.27,38
47,F,3,ensino medio,solteiro,50000.0,blue,41,4,3,3,3788.86,1594.63,47
55,M,2,graduacao,solteiro,120000.0,silver,42,2,2,3,34516.86,1268.11,42
47,M,3,mestrado,solteiro,70000.0,blue,36,4,2,2,2926.27,1304.88,24
58,M,4,mestrado,solteiro,120000.0,blue,52,6,0,1,32090.2,1368.9,30
53,M,2,mestrado,casado,100000.0,blue,41,3,2,3,11669.07,720.82,23
52,M,2,ensino medio,solteiro,50000.0,blue,45,3,2,1,13532.53,1521.78,29
42,F,1,mestrado,casado,20000.0,blue,36,5,2,1,2393.25,978.8,16
57,M,4,mestrado,casado,100000.0,blue,46,3,3,2,19270.57,1566.0,28
52,M,1,mestrado,casado,100000.0,blue,43,3,4,1,3710.96,1578.98,34
47,M,2,doutorado,solteiro,20000.0,blue,37,2,3,1,3235.89,1493.12,32
44,F,3,mestrado,solteiro,50000.0,blue,38,3,0,1,11749.97,1178.37,27
53,M,2,ensino medio,divorciado,70000.0,blue,36,5,2,3,7753.7,991.23,26
45,M,4,graduacao,divorciado,70000.0,blue,40,5,0,1,10408.7,2560.79,42
39,F,2,doutorado,solteiro,20000.0,blue,27,4,2,2,6205.29,1204.63,19
48,F,5,ensino medio,casado,20000.0,blue,38,1,3,3,8025.36,673.64,18
54,M,4,mestrado,casado,100000.0,blue,34,2,2,3,14926.65,1576.74,25
59,F,1,mestrado,solteiro,20000.0,blue,36,3,3,2,6335.1,1217.14,20
59,M,1,graduacao,solteiro,70000.0,blue,53,2,3,3,14979.44,530.36,10
48,F,4,sem educacao formal,casado,20000.0,blue,38,3,3,2,2732.31,739.82,16
41,F,2,mestrado,solteiro,20000.0,blue,32,6,2,3,2250.44,1617.31,31
55,M,2,mestrado,casado,120000.0,blue,50,3,0,2,10916.64,1592.13,34
41,M,2,ensino medio,casado,100000.0,blue,24,4,3,1,9366.58,1303.63,39
40,M,3,ensino medio,solteiro,100000.0,blue,28,5,0,1,21617.54,1351.89,22
50,F,1,mestrado,solteiro,50000.0,silver,31,2,3,2,18386.59,1298.55,22
47,M,4,sem educacao formal,solteiro,70000.0,blue,41,6,2,2,2405.01,1087.22,29
53,F,1,graduacao,casado,20000.0,blue,47,4,3,2,2154.12,1439.28,26
48,F,4,ensino medio,solteiro,50000.0,blue,38,6,3,1,8135.26,1716.18,29
49,M,1,doutorado,casado,120000.0,blue,38,6,3,1,9364.93,1099.88,27
43,F,4,mestrado,divorciado,20000.0,blue,34,2,1,3,3195.43,1285.54,29
56,M,0,ensino medio,casado,100000.0,blue,43,5,1,2,2852.61,1651.52,28
46,M,1,sem educacao formal,casado,70000.0,blue,36,3,2,2,20459.84,1767.95,38
50,F,4,sem educacao formal,casado,50000.0,blue,40,5,3,2,3065.19,1130.34,28
51,F,3,sem educacao formal,casado,20000.0,blue,43,3,2,1,2185.8,1645.23,30
47,F,3,sem educacao formal,casado,20000.0,blue,36,4,0,1,1611.04,1413.06,29
58,F,4,sem educacao formal,casado,20000.0,blue,47,3,3,3,2822.92,1218.42,23
46,M,5,mestrado,solteiro,100000.0,blue,33,6,3,3,32975.61,597.86,17
53,M,3,ensino medio,casado,70000.0,blue,47,5,2,2,1438.57,2184.83,53
52,F,1,ensino medio,casado,20000.0,blue,45,6,3,3,6703.28,1388.72,28
50,M,2,ensino medio,casado,100000.0,silver,45,3,3,1,34516.22,1504.44,34
41,F,3,ensino medio,casado,50000.0,blue,36,4,2,1,9797.65,1503.16,34
45,F,5,mestrado,divorciado,50000.0,blue,36,5,2,2,10400.82,1105.44,28
53,M,3,sem educacao formal,casado,100000.0,blue,42,2,2,1,26792.84,2398.41,47
67,F,1,mestrado,casado,20000.0,blue,56,4,2,3,3006.0,1661.15,32
57,F,2,sem educacao formal,solteiro,50000.0,silver,36,6,0,3,19482.96,1421.19,22
59,F,1,sem educacao formal,casado,50000.0,blue,36,4,3,2,3356.53,999.47,28
45,M,2,sem educacao formal,casado,50000.0,blue,34,3,1,2,5771.6,1387.68,18
51,M,3,mestrado,casado,100000.0,blue,36,6,3,2,11106.73,1243.58,24
59,F,1,sem educacao formal,casado,20000.0,blue,54,5,0,3,2890.26,1860.16,36
53,M,1,mestrado,casado,70000.0,blue,45,6,2,2,3380.75,1502.84,25
47,M,3,mestrado,casado,70000.0,blue,36,2,2,1,21331.23,1460.6,50
49,M,3,doutorado,solteiro,100000.0,blue,33,3,0,1,6278.72,1087.07,33
60,F,0,graduacao,solteiro,20000.0,blue,55,5,3,1,1439.0,1226.43,33
50,F,2,ensino medio,casado,20000.0,blue,36,5,2,1,9355.72,1230.97,28
57,M,1,mestrado,casado,100000.0,blue,47,5,1,3,14612.54,1827.87,24
57,F,3,mestrado,casado,20000.0,blue,47,4,3,2,6347.04,1771.54,37
54,M,3,doutorado,casado,120000.0,blue,41,3,0,3,21592.49,1873.76,52
51,F,5,doutorado,casado,20000.0,blue,44,5,1,1,3449.71,1679.81,42
47,F,3,ensino medio,casado,20000.0,blue,34,2,2,1,6028.25,1002.7,22
53,M,3,sem educacao formal,casado,100000.0,blue,43,3,1,3,16393.47,1461.96,42
68,M,0,ensino medio,casado,20000.0,blue,52,1,2,3,1438.72,760.47,21
59,M,1,graduacao,casado,70000.0,blue,36,4,2,1,7871.3,1428.62,22
44,M,5,mestrado,casado,70000.0,blue,32,4,3,5,11376.03,1302.61,27
48,M,3,graduacao,casado,100000.0,blue,41,4,3,5,12302.46,1483.6,41
47,M,4,mestrado,casado,70000.0,silver,33,3,1,2,34516.23,1060.78,27
47,M,2,mestrado,casado,70000.0,silver,32,4,2,2,34516.11,1330.44,32
43,F,1,ensino medio,divorciado,20000.0,silver,35,3,2,2,10514.17,1229.2,27
55,F,2,mestrado,casado,20000.0,blue,43,2,3,4,1438.49,886.93,27
59,M,2,doutorado,casado,70000.0,blue,46,3,3,3,1438.61,844.25,24
63,M,1,mestrado,casado,50000.0,blue,56,2,2,1,2619.5,1450.42,37
58,M,2,graduacao,casado,120000.0,blue,53,2,0,3,24407.22,2311.68,48
53,F,2,ensino medio,casado,20000.0,blue,36,4,2,1,2377.87,1378.54,26
52,M,3,mestrado,casado,120000.0,blue,47,5,3,3,11086.88,1523.79,40
48,M,3,ensino medio,solteiro,70000.0,blue,36,4,2,2,11432.33,1374.92,37
43,M,4,ensino medio,casado,50000.0,blue,36,5,2,3,13258.87,1080.19,21
48,M,2,graduacao,solteiro,20000.0,blue,36,3,3,2,2571.08,1234.81,24
43,F,4,mestrado,solteiro,20000.0,blue,31,5,0,2,5781.12,1600.6,32
41,M,3,ensino medio,casado,100000.0,blue,35,6,2,1,34516.35,1353.8,33
44,F,3,sem educacao formal,divorciado,20000.0,silver,38,4,3,1,11127.32,1546.08,25
60,F,1,sem educacao formal,casado,20000.0,blue,36,5,0,1,1913.52,1448.98,22
44,M,4,mestrado,solteiro,100000.0,blue,24,5,0,3,3839.33,1271.61,24
48,F,3,mestrado,divorciado,50000.0,blue,39,6,3,2,2115.68,1223.72,20
44,F,2,mestrado,divorciado,20000.0,blue,27,5,2,2,1438.34,1117.13,29
41,M,2,ensino medio,solteiro,100000.0,blue,28,4,0,3,27756.93,994.1,24
45,M,3,graduacao,solteiro,70000.0,blue,32,4,2,1,1438.92,1468.3,26
47,F,2,sem educacao formal,divorciado,20000.0,silver,34,6,2,4,13878.33,1658.13,38
51,F,2,mestrado,casado,20000.0,blue,36,3,3,1,3106.63,1368.17,38
51,M,2,mestrado,casado,120000.0,blue,44,4,3,3,34516.68,1218.41,18
60,F,1,sem educacao formal,casado,50000.0,blue,50,4,3,4,1438.57,702.15,12
41,M,5,mestrado,solteiro,120000.0,blue,29,5,2,2,5207.73,1310.79,26
44,M,3,doutorado,divorciado,100000.0,blue,36,6,2,2,17965.69,1767.49,50
43,M,1,graduacao,solteiro,70000.0,blue,37,6,3,3,2733.26,933.05,25
55,M,2,graduacao,casado,70000.0,blue,48,4,2,3,8863.91,1512.98,27
52,M,1,sem educacao formal,casado,100000.0,blue,36,2,3,3,1857.31,829.9,17
41,M,2,sem educacao formal,casado,50000.0,blue,30,5,3,3,11107.94,1506.36,33
39,M,2,ensino medio,solteiro,100000.0,blue,36,4,2,2,5269.71,2094.18,25
49,M,5,graduacao,casado,50000.0,blue,45,2,3,2,1438.71,815.11,21
45,F,2,graduacao,casado,20000.0,blue,36,1,2,3,3387.36,510.16,24
54,M,2,mestrado,casado,100000.0,blue,46,6,3,2,1982.76,1377.75,49
49,M,3,sem educacao formal,solteiro,100000.0,blue,43,2,2,2,4645.64,1193.5,33
46,M,4,ensino medio,casado,120000.0,blue,30,3,3,3,2442.35,701.37,19
47,M,3,mestrado,casado,70000.0,blue,38,4,2,1,21304.91,1770.89,25
44,M,2,doutorado,solteiro,70000.0,blue,36,5,2,1,7577.25,1409.86,35
50,M,3,doutorado,solteiro,120000.0,blue,31,4,2,1,3234.67,1354.89,28
73,M,0,ensino medio,casado,50000.0,blue,36,5,2,3,4469.13,1765.87,34
59,M,0,ensino medio,solteiro,50000.0,blue,48,2,3,4,3616.78,687.81,17
70,M,0,ensino medio,casado,20000.0,blue,56,3,3,2,3252.0,1227.27,15
55,F,2,ensino medio,casado,20000.0,blue,36,4,3,3,2358.65,1737.67,26
45,M,1,sem educacao formal,solteiro,120000.0,blue,39,4,2,2,3133.64,1435.15,38
45,F,2,sem educacao formal,solteiro,50000.0,blue,35,2,0,3,3540.83,1321.66,28
40,M,1,mestrado,casado,50000.0,blue,23,6,2,3,6990.3,1479.15,29
59,F,0,doutorado,casado,50000.0,blue,40,1,1,4,1438.04,689.19,23
41,M,2,sem educacao formal,casado,50000.0,blue,32,5,3,1,5214.54,1258.13,23
51,F,2,mestrado,casado,20000.0,blue,46,5,2,2,5207.14,1339.25,20
64,F,0,ensino medio,casado,50000.0,blue,53,1,3,3,3353.71,960.89,18
54,M,5,mestrado,casado,70000.0,blue,38,3,3,3,2290.0,1119.88,18
40,M,2,sem educacao formal,divorciado,70000.0,blue,29,5,0,3,23603.57,1382.43,31
57,M,0,sem educacao formal,casado,50000.0,blue,45,6,2,2,2601.63,1232.15,32
45,M,4,mestrado,solteiro,100000.0,blue,40,4,0,3,6363.6,1542.87,16
41,M,3,ensino medio,solteiro,100000.0,blue,36,4,3,3,8029.36,1094.01,32
42,F,4,sem educacao formal,casado,20000.0,blue,31,2,2,2,2410.63,1217.56,30
45,M,2,mestrado,solteiro,70000.0,blue,36,1,2,1,3401.34,744.28,18
42,F,4,sem educacao formal,casado,20000.0,blue,23,4,0,2,2260.02,1614.08,33
47,M,4,sem educacao formal,divorciado,100000.0,blue,30,5,2,2,17682.03,1747.49,31
48,F,4,ensino medio,casado,50000.0,blue,42,3,3,1,4206.65,1144.35,22
43,M,1,mestrado,solteiro,100000.0,silver,37,4,2,3,34516.15,1575.13,34
54,F,1,sem educacao formal,casado,50000.0,blue,44,5,3,2,5556.64,1706.57,21
61,M,0,mestrado,casado,50000.0,blue,52,3,2,1,2939.87,2434.79,33
61,M,0,sem educacao formal,casado,100000.0,blue,48,2,0,1,5362.12,1876.13,41
48,M,2,ensino medio,casado,120000.0,blue,36,3,3,3,27126.02,1000.75,25
45,F,4,mestrado,solteiro,20000.0,blue,36,6,2,3,3342.44,1139.19,30
44,M,3,mestrado,solteiro,70000.0,blue,37,2,2,3,14546.36,1273.1,27
55,M,2,doutorado,casado,70000.0,blue,36,3,3,4,16427.37,1579.45,36
45,M,2,graduacao,solteiro,70000.0,blue,33,6,0,3,23218.54,1749.28,37
60,M,0,ensino medio,casado,50000.0,blue,36,5,3,1,3281.26,1424.52,29
55,M,2,ensino medio,casado,50000.0,blue,47,5,2,3,3096.03,2011.99,41
62,F,0,ensino medio,casado,50000.0,blue,52,5,3,2,2052.34,1208.58,31
46,M,3,ensino medio,solteiro,50000.0,blue,39,2,2,3,9432.64,1319.74,26
50,M,0,ensino medio,solteiro,120000.0,silver,45,5,3,2,14938.19,949.7,27
45,M,2,sem educacao formal,casado,70000.0,blue,36,5,2,3,2221.64,1338.09,30
47,M,3,doutorado,divorciado,70000.0,blue,37,6,0,3,5731.58,1554.39,26
48,M,4,graduacao,casado,70000.0,gold,33,2,3,2,34516.94,1350.53,32
35,M,3,sem educacao formal,casado,70000.0,blue,22,5,2,2,6985.17,1694.63,44
51,M,2,mestrado,casado,120000.0,blue,42,3,0,3,24221.87,1678.66,40
47,M,4,mestrado,solteiro,100000.0,blue,36,6,2,3,21637.35,1222.79,23
52,M,2,mestrado,solteiro,120000.0,blue,37,2,2,3,14543.72,1536.56,37
43,F,4,sem educacao formal,casado,20000.0,blue,36,2,1,1,9684.93,1400.29,31
63,M,2,ensino medio,casado,50000.0,blue,36,2,2,2,5007.61,1050.52,28
61,M,0,mestrado,casado,70000.0,blue,54,3,0,2,1616.44,1389.6,33
53,M,2,sem educacao formal,solteiro,70000.0,blue,40,5,2,2,19116.74,1184.3,29
53,F,3,mestrado,casado,20000.0,blue,47,5,2,6,2759.61,2093.03,42
57,M,3,mestrado,casado,120000.0,blue,38,2,3,3,8249.68,678.76,11
53,M,3,ensino medio,casado,70000.0,blue,43,5,2,3,5264.55,1219.05,27
49,F,4,ensino medio,casado,20000.0,blue,43,4,0,2,2826.24,1025.22,28
45,M,2,ensino medio,casado,100000.0,blue,34,5,2,5,12518.07,1165.97,33
67,M,0,mestrado,casado,50000.0,blue,56,4,1,2,5876.9,2133.4,55
48,M,3,mestrado,solteiro,100000.0,silver,37,3,3,2,34516.45,1122.25,13
51,F,2,sem educacao formal,divorciado,20000.0,blue,38,4,2,1,9648.6,1083.67,22
52,M,2,ensino medio,solteiro,100000.0,silver,40,3,3,3,34516.34,1234.15,23
34,M,3,ensino medio,casado,70000.0,blue,26,4,3,3,3265.81,1843.56,35
56,M,1,sem educacao formal,casado,120000.0,blue,36,3,2,2,6041.1,1747.65,49
44,F,2,doutorado,casado,20000.0,blue,36,3,2,3,2293.74,1166.3,22
43,F,3,mestrado,solteiro,50000.0,blue,29,5,0,2,3378.72,1285.61,16
50,F,1,mestrado,solteiro,20000.0,blue,36,4,3,1,5012.65,1142.42,28
38,F,4,sem educacao formal,solteiro,20000.0,blue,30,4,0,1,2569.1,1190.87,46
53,F,1,mestrado,solteiro,20000.0,blue,45,3,2,1,3471.41,1052.59,24
43,M,5,mestrado,divorciado,120000.0,silver,31,5,3,3,34516.45,1628.24,38
53,M,1,ensino medio,casado,120000.0,blue,36,6,2,3,3312.27,1740.69,32
56,F,1,mestrado,casado,20000.0,blue,38,4,3,3,2578.8,1378.69,29
57,F,3,ensino medio,casado,20000.0,blue,39,3,1,2,2742.66,1389.74,32
62,M,1,ensino medio,casado,20000.0,blue,53,5,3,3,2077.33,1365.1,38
46,F,4,mestrado,solteiro,20000.0,blue,40,5,2,1,6265.85,1715.26,43
49,M,2,sem educacao formal,casado,70000.0,blue,44,6,0,3,7819.45,1582.69,25
52,M,3,mestrado,solteiro,100000.0,blue,42,6,3,3,2731.13,1220.43,22
58,M,1,sem educacao formal,casado,50000.0,blue,36,2,3,4,1438.23,715.18,13
54,M,0,ensino medio,casado,100000.0,blue,36,3,2,1,16286.97,2552.41,49
49,M,1,mestrado,casado,120000.0,blue,39,3,3,2,34516.58,1106.62,31
58,F,3,ensino medio,casado,20000.0,blue,47,6,0,1,2609.01,1731.12,34
52,M,2,ensino medio,solteiro,70000.0,blue,45,5,2,3,7567.16,1435.34,32
41,M,5,ensino medio,casado,70000.0,blue,33,5,3,3,22770.58,1882.5,38
62,F,0,sem educacao formal,casado,20000.0,blue,50,5,2,1,3791.82,2058.17,34
54,M,2,mestrado,casado,20000.0,blue,39,4,2,4,2702.09,1658.87,32
40,F,3,ensino medio,divorciado,20000.0,blue,35,3,3,1,2555.83,1334.12,32
43,M,3,mestrado,casado,100000.0,blue,26,5,2,3,2355.74,1441.86,29
53,F,2,mestrado,solteiro,50000.0,blue,42,6,0,2,5332.95,1371.53,39
55,M,1,sem educacao formal,solteiro,50000.0,blue,49,6,2,3,1443.22,1991.84,38
46,M,4,mestrado,solteiro,70000.0,blue,39,6,3,2,10741.31,1278.64,22
41,M,1,sem educacao formal,casado,70000.0,blue,25,3,0,2,7984.59,1734.17,39
49,M,3,sem educacao formal,solteiro,70000.0,blue,32,3,2,2,18584.78,1330.66,34
46,M,2,sem educacao formal,casado,100000.0,blue,38,6,2,3,34516.15,1672.98,32
50,F,1,sem educacao formal,casado,20000.0,blue,43,6,4,3,1438.31,1439.45,41
40,M,2,mestrado,solteiro,100000.0,blue,24,5,0,1,2478.3,1558.6,31
51,M,4,ensino medio,solteiro,120000.0,blue,46,6,3,3,34516.25,1795.79,47
50,F,2,mestrado,casado,50000.0,blue,44,6,3,2,2339.82,893.56,22
47,F,2,mestrado,casado,20000.0,blue,36,6,2,3,2726.65,1099.14,27
36,F,4,mestrado,casado,50000.0,blue,36,6,3,3,1628.54,1893.82,15
47,F,2,mestrado,casado,20000.0,blue,34,5,2,2,3156.16,1151.85,31
46,F,2,mestrado,solteiro,20000.0,blue,41,5,0,3,4745.56,1519.2,31
46,M,2,ensino medio,casado,120000.0,blue,36,5,2,3,19727.27,1245.27,25
52,M,0,sem educacao formal,casado,70000.0,blue,36,3,2,3,22720.12,1102.31,27
40,F,4,mestrado,solteiro,20000.0,blue,27,6,3,2,3751.64,1060.56,30
54,F,4,ensino medio,casado,20000.0,blue,36,3,3,5,1594.95,1459.9,35
55,F,1,ensino medio,solteiro,20000.0,blue,43,4,0,2,2569.81,1456.45,39
45,M,4,ensino medio,casado,50000.0,blue,34,6,3,3,3104.08,1353.35,24
49,M,3,mestrado,casado,50000.0,blue,41,5,2,3,2406.44,1173.67,32
63,M,1,sem educacao formal,casado,100000.0,blue,36,5,3,2,24572.0,1746.91,28
40,F,3,ensino medio,solteiro,20000.0,gold,36,3,3,2,15534.85,1279.8,28
41,F,2,mestrado,casado,20000.0,silver,33,4,0,2,12301.26,1307.95,29
37,M,4,mestrado,casado,100000.0,blue,26,6,3,2,2846.62,1473.58,37
55,M,2,ensino medio,casado,70000.0,blue,36,4,3,3,7231.03,1421.31,23
53,F,1,ensino medio,casado,20000.0,blue,48,6,2,3,2324.47,1272.96,37
57,M,2,mestrado,casado,100000.0,blue,40,3,3,2,12208.45,1409.9,34
58,M,1,mestrado,casado,70000.0,blue,46,3,2,3,10021.42,1275.53,25
54,F,2,mestrado,casado,20000.0,blue,44,3,3,2,2027.76,1702.03,37
53,M,2,mestrado,casado,70000.0,blue,47,6,2,2,6363.88,1256.35,26
39,F,3,graduacao,solteiro,20000.0,blue,25,6,2,1,3920.86,3178.3,53
56,M,3,ensino medio,casado,70000.0,blue,36,5,3,1,9226.7,1626.97,29
59,F,1,doutorado,casado,50000.0,blue,46,5,3,3,1944.32,1960.42,57
42,M,3,sem educacao formal,solteiro,50000.0,blue,36,3,0,1,9599.03,1154.25,38
42,M,4,mestrado,casado,70000.0,silver,28,5,2,1,28202.31,1629.33,38
55,M,0,ensino medio,casado,120000.0,blue,49,5,3,3,3805.2,1743.13,27
52,M,1,sem educacao formal,solteiro,100000.0,blue,37,5,2,2,2733.85,1139.41,39
57,M,2,sem educacao formal,casado,120000.0,blue,40,3,3,3,3106.12,683.34,17
48,M,3,graduacao,casado,100000.0,blue,42,3,0,3,7477.58,1159.59,32
48,M,2,ensino medio,casado,120000.0,blue,36,6,2,5,29963.34,1205.72,28
47,M,1,mestrado,solteiro,50000.0,blue,36,5,0,3,6509.42,1409.82,37
42,M,3,graduacao,casado,70000.0,blue,34,3,3,3,13450.22,1000.97,18
51,M,4,graduacao,casado,120000.0,silver,31,5,1,2,34516.1,1366.35,25
55,F,2,mestrado,solteiro,20000.0,blue,47,5,2,3,6347.91,1161.54,44
67,M,1,sem educacao formal,casado,50000.0,blue,49,4,2,3,3106.57,1512.02,38
39,M,1,mestrado,casado,70000.0,blue,31,4,1,1,2536.27,1750.8,35
54,M,3,doutorado,solteiro,70000.0,blue,35,6,0,3,13048.6,1170.71,24
47,M,3,ensino medio,casado,50000.0,silver,36,3,2,2,16138.29,1198.46,33
49,M,2,doutorado,casado,70000.0,blue,38,3,0,2,8077.65,1329.74,26
42,F,2,mestrado,casado,20000.0,blue,23,3,3,3,1929.53,857.65,36
44,M,5,sem educacao formal,casado,70000.0,blue,36,3,2,3,8645.74,1435.93,25
49,F,3,mestrado,casado,20000.0,blue,38,6,2,3,2185.35,715.45,20
